"tconst","primaryTitle","startYear","runtimeMinutes","genres","directors","writers","averageRating","numVotes"
"tt10199590","Les Misérables",2019,"104","Crime,Drama,Thriller","nm1868177","nm1868177, nm0311488, nm6281424",7.6,24811
"tt10199640","Beanpole",2019,"130","Drama,War","nm8921482","nm8921482, nm7099036",7.2,11104
"tt10199664","Adam",2019,"98","Drama","nm5685112","nm5685112",7.2,1400
"tt10199668","Summer of Changsha",2019,"120","Crime,Drama,Mystery","nm3422245","nm10029977",5.7,254
"tt10199670","Liberté",2019,"138","Drama,History","nm2247200","nm2247200",4.6,1149
"tt10199914","The Boys in the Band",2020,"121","Drama","nm0544079","nm0189758, nm6276564",6.8,15548
"tt10199974","Pareeksha",2020,"120","Drama","nm0422552, nm13830427, nm13830437","nm5627672, nm0422552",8.1,4548
"tt10203842","State Funeral",2019,"135","Documentary,History","nm0523665","nm0523665",7.2,1088
"tt10203940","An Enchanted",2019,"103","Animation,Comedy,Family","nm2807865","nm2807865, nm10144654",3.1,126
"tt10203982","Adoring",2019,"108","Drama,Family,Romance","nm6225858","nm9045468, nm6225858",5.5,184
"tt10204276","Soldiers Without Guns",2019,"92","Documentary","nm4957585","nm3599311, nm4957585",9.2,60
"tt10204316","Through the Ashes",2019,"95","Action,Adventure,Sci-Fi","nm3008388","nm3008388",3.5,131
"tt10204366","Three Days and a Life",2019,"120","Crime,Drama,Thriller","nm0099398","nm3706907, nm10630496",6.7,1483
"tt10204512","The Inheritance",2020,"87","Horror,Mystery,Thriller","nm1017585, nm0004608","nm1017585, nm0004608",3.6,637
"tt10204940","Spread Your Wings",2019,"113","Adventure,Drama,Family","nm1534640","nm2524823, nm6211765, nm6752748, nm1534640",7.2,2309
"tt10204998","Bruh.mp4",2020,"65","Comedy,Thriller","nm7186350","nm7186350",4.2,547
"tt10205046","Stealing Chaplin",2020,"105","Drama","nm2662500","nm8389292, nm1792652",5.3,105
"tt10206400","Kiss Me at the Stroke of Midnight",2019,"115","Comedy,Romance","nm0793944","nm6448955, nm7592445",5.2,238
"tt10206614","Little Love Song",2019,"123","Drama,Music,Romance","nm2398203","nm1618246",6.1,164
"tt10206818","The Voice of Sin",2020,"142","Crime,Drama,Thriller","nm2391552","nm4189691, nm10631182",6.7,434
"tt10207588","Floripes",2020,"40","Biography,Documentary","nm6997123","nm6997123",9.6,86
"tt10207710","The Gateway",2021,"91","Thriller","nm1869948","nm9505769, nm0506165, nm1869948",4.8,905
"tt10207850","Killer in Law",2018,"90","Thriller","nm1876813","nm10631693, nm1876813",4.8,401
"tt10207954","Kalki",2019,"140","Action,Thriller","nm9514022","nm11485660, nm9959549, nm9514022",6.8,603
"tt10208192","Let It Be Law",2019,"86","Documentary","nm0812626","nm0812626",6.4,140
"tt10208194","Family Romance, LLC",2019,"89","Drama","nm0001348","nm0001348",6.7,2539
"tt10208198","The Gangster, the Cop, the Devil",2019,"109","Action,Crime,Thriller","nm8694244","nm8694244",6.9,14217
"tt10208548","Crayon Shin-chan: Honeymoon Hurricane - The Lost Hiroshi",2019,"100","Action,Adventure,Animation","nm2621812","nm3065627, nm4540287",6.2,240
"tt10210882","Broken Poet",2020,"106","Music","nm1893182","nm1011791, nm1893182, nm8031256, nm8040033",6.2,85
"tt10213380","Manor House",2020,"201","Drama,History","nm1090998","nm12772188, nm1090998",6.5,1212
"tt10214316","Some Southern Waters",2020,"78","Mystery,Thriller","nm7517648","nm7517648",4.7,154
"tt10214496","The Donut King",2020,"90","Documentary","nm1240047","nm1240047, nm2587380",7.2,920
"tt10214754","Luca",2020,"104","Crime,Drama,Thriller","nm0538855","nm2939957",7,215
"tt10214826","Agent Sai Srinivasa Athreya",2019,"148","Comedy,Crime,Mystery","nm10633987","nm10633987, nm5189611, nm10890193, nm12836495, nm13222819",8.4,13582
"tt10214842","Billion",2019,"101","Comedy,Crime,Thriller","nm1213790","nm2454599",4.2,1489
"tt10215134","Nothing But the Sun",2020,"75","Documentary","nm3530746","nm3530746",7.2,83
"tt10216812","Bloody Nun 2: The Curse",2021,"70","Horror","nm4005028","nm4005028",1.5,163
"tt10217550","Vinci Da",2019,"117","Crime,Mystery,Thriller","nm3797575","nm3491132, nm2754475, nm3797575",7.3,2274
"tt10217624","The Sun Above Me Never Sets",2019,"108","Comedy,Drama","nm7211303","nm7211303, nm7105632",7.2,130
"tt10217780","Kandasamys: The Wedding",2019,"94","Comedy","nm8360126","nm8360128, nm8360126",6,234
"tt10218664","The Captain",2019,"111","Action,Adventure,Drama","nm0490487","nm10900423",6.2,2100
"tt10218674","The Bravest",2019,"118","Action,Drama,Family","nm0151135","nm0910852, nm10900423",5.7,971
"tt10218838","Edakkad Battalion 06",2019,"111","Action,Drama,Romance","nm9648063","nm1548005",4.6,296
"tt10218912","As I Am",2020,"62","Drama,Fantasy,Romance","nm4869777","nm4869777",7.2,5286
"tt10219146","Dwelling in the Fuchun Mountains",2019,"150","Drama,Romance","nm10635936","nm10635936",7.2,985
"tt10219406","Land of Ashes",2019,"82","Drama","nm4942492","nm4942492",6,359
"tt10219674","The Last Wish",2019,"107","Drama","nm6339809","nm11001892, nm9537689, nm4647793, nm6339809",5.2,137
"tt10220406","Royal Jelly",2021,"93","Horror,Thriller","nm0727168","nm0727168",2.6,236
"tt10222752","Sick, Sick, Sick",2019,"104","Drama,Mystery,Romance","nm1189368","nm1189368, nm2354448",4.8,158
"tt10223460","Marry Me",2022,"112","Comedy,Music,Romance","nm0192478","nm0736966, nm1127337, nm3072210, nm2972397",6.1,27840
"tt10223546","You Deserve a Lover",2019,"102","Comedy,Drama,Romance","nm2082567","nm2082567",6.1,747
"tt10223876","Paranormal Attraction",2020,"89","Horror","nm6363756","nm5259035, nm6363756",2.7,366
"tt10224624","Burning Ghost",2019,"104","Drama,Fantasy,Romance","nm0061582","nm0061582, nm0234255, nm0896459",6,483
"tt10225288","To Live to Sing",2019,"105","Drama","nm3534176","nm3534176",6.5,189
"tt10225926","616 Wilford Lane",2021,"85","Horror","nm8060725, nm0020811","nm4892232, nm8060725, nm0020811",3.9,315
"tt10228134","Jolt",2021,"91","Action,Comedy,Crime","nm0923330","nm10640839",5.6,30352
"tt10228168","First Love",2019,"108","Action,Comedy,Crime","nm0586281","nm0620185",6.7,7001
"tt10228204","The Bare Necessity",2019,"99","Comedy,Drama,Romance","nm4870005","nm4870005, nm5506336",6.3,1133
"tt10228214","Blow It to Bits",2019,"109","Documentary","nm0468627","nm0468627",6.1,63
"tt10228546","Love Me, Love Me Not",2020,"124","Drama,Romance","nm3410783","nm3410783, nm5418886, nm3297151",6.5,355
"tt10229558","The Dark and the Wicked",2020,"95","Horror","nm1052162","nm1052162",6.1,16385
"tt10229598","The Pickup Game",2019,"96","Documentary","nm3242398, nm3237165","nm5502457, nm13667029, nm3677529, nm3237165, nm3242398, nm7074621",7.3,2264
"tt10229602","The Entity",2019,"114","Horror,Thriller","nm0560277","nm0560277, nm2029621",5.5,189
"tt10229794","Paapam Cheyyathavar Kalleriyatte",2020,"117","Comedy","nm6416761","nm6416761",5.8,399
"tt10229846","Rolling Stone: Life and Death of Brian Jones",2019,"96","Documentary","nm4940554","nm4940554, nm2225957",6.3,176
"tt10229932","Becoming Mona",2020,"100","Drama","nm4221160, nm5908839","nm5908839, nm8474654, nm4221160",7.4,243
"tt10229982","My First Summer",2020,"80","Drama,Romance","nm6946481","nm6946481",6.6,1414
"tt10230376","Three Pints and a Rabbi",2021,"73","Fantasy,Mystery","nm3251281","nm9910426, nm3251281",4.2,75
"tt10230404","Ghost Stories",2020,"144","Horror,Thriller","nm0015295, nm1962313, nm0424103, nm0440604, nm7576327","nm0015295, nm1962313, nm1145539, nm8623786, nm1238337, nm10367764, nm11170639",4.4,5278
"tt10230414","Serious Men",2020,"114","Comedy,Drama","nm0592803, nm1236191","nm5378778, nm3534427, nm7475043, nm2276202, nm11724760",6.8,7554
"tt10230422","Class of '83",2020,"98","Action,Crime,Drama","nm1387177","nm3871075, nm1387177",5.8,5650
"tt10230426","Mrs. Serial Killer",2020,"106","Crime,Drama,Thriller","nm1145655","nm1145655",4.2,19530
"tt10230436","Yeh Ballet",2020,"117","Drama,Musical","nm0850247","nm0850247",7.5,1343
"tt10230492","Still Today",2020,"82","Comedy,Romance","nm5348322","nm0860310",5.4,148
"tt10230576","Only Human",2020,"91","Drama","nm0412048","nm0412048, nm8545635",7.7,71
"tt10230994","Beckett",2021,"110","Action,Crime,Drama","nm2982028","nm9485219, nm2982028",5.6,25918
"tt10233388","Pondicherry",2022,"113","Drama","nm2590202","nm2590202, nm7662616",8.4,95
"tt10234084","Little Orphans",2020,"80","Drama","nm0493007","nm3107262",4.2,62
"tt10234450","Don't Click",2020,"77","Horror","nm9086474","nm11523698",2.8,249
"tt10234470","Transference",2020,"79","Horror,Thriller","nm4553586","nm1268468",4.7,94
"tt10234494","Always Miss You",2019,"98","Romance","nm3056656, nm11724856, nm10674936","nm3056656",3.9,54
"tt1023464","The Lost Girls",2022,"100","Drama,Fantasy","nm3034280","nm3034280, nm12152574",2.8,311
"tt10234990","Stroke of Luck",2022,"81","Comedy","nm9289257","nm9289257, nm12727481",5,103
"tt10235600","Kaali Khuhi",2020,"90","Drama,Horror,Mystery","nm1335606","nm6292772, nm1287758, nm1335606",3.6,1242
"tt10235718","Love, Weddings & Other Disasters",2020,"96","Comedy,Romance","nm0240797","nm0174885, nm0240797, nm0588777",4.8,2196
"tt10237612","Inseparable Bros",2019,"114","Comedy,Drama","nm0948596","nm1593802, nm6689799, nm0948596",7.1,689
"tt10237902","Gordon Lightfoot: If You Could Read My Mind",2019,"91","Biography,Documentary,Music","nm1457518, nm0869226","nm1457518, nm0869226",7.7,473
"tt10238708","Kidnapped by a Classmate",2020,"87","Thriller","nm0583659","nm2226743",4.3,221
"tt10238788","Monster Island",2019,"89","Action,Adventure,Sci-Fi","nm0040630","nm0040630",2.7,670
"tt10238816","nîpawistamâsowin: We Will Stand Up",2019,"98","Documentary","nm1114245","nm1114245",7.8,75
"tt10239930","D-Day: Battle of Omaha Beach",2019,"85","Action,Drama,History","nm0528963","nm0576015",3.8,1217
"tt10240656","Deep Evil",2019,"107","Horror","nm10052547","nm7925727, nm10052547",5.9,91
"tt10240688","The Witness",2019,"128","Crime,Thriller","nm1103129","nm2789483, nm1103129",6.3,378
"tt10240720","Stare",2019,"98","Horror,Mystery","nm2398435","nm2398435",4.8,94
"tt10240886","A Cold Hard Truth",2019,"105","Drama","nm0614880","nm0614880",7.4,123
"tt10241772","Dakota",2022,"96","Family","nm0364963","nm1118327",5.9,1910
"tt10242388","Last Seen Alive",2022,"95","Action,Drama,Thriller","nm0329023","nm0296827",5.6,9201
"tt10243676","After Blue",2021,"127","Fantasy,Sci-Fi","nm1252362","nm1252362",5.4,487
"tt10243678","Chopsticks",2019,"100","Comedy,Drama","nm1966139","nm5485355, nm1966139",6.5,4761
"tt10243992","I'm Your Woman",2020,"120","Crime,Drama","nm1257352","nm1257352, nm3527897",6.2,8988
"tt10244008","Ghost",2020,"85","Drama","nm4032740","nm4032740",5.5,1157
"tt10244472","Hullor",2020,"128","Comedy","nm3694107","nm3694107",4.3,60
"tt10244550","Blindfold",2020,"100","Drama,Sport","nm9044390","nm9044390, nm9951989",6.4,51
"tt10244726","Bruno Aleixo's Film",2019,"91","Comedy","nm4566375, nm4566343","nm4566375, nm4566343",6.9,808
"tt10244754","Lillian",2019,"130","Adventure,Drama","nm3161822","nm3161822",6.8,840
"tt10244760","Ghost Tropic",2019,"85","Drama","nm2483574","nm2483574",6.4,494
"tt10244774","The Bag Girls",2020,"92","Crime","nm8007406, nm8001323","nm8001323",3.5,156
"tt10245776","The Canyonlands",2021,"99","Horror","nm10556918","nm10556918",3.2,230
"tt10247678","Sensation",2021,"99","Mystery,Sci-Fi,Thriller","nm10125154","nm7590966, nm10125154",4,3969
"tt10247750","Ordinary Justice",2020,"84","Drama","nm3113919","nm3113919",6.4,72
"tt10248344","Adam's Package",2019,"81","Comedy,Sci-Fi","nm0157024","nm0022581, nm0157024",3.5,79
"tt1024855","Gunned Down",2017,"95","Action,Thriller","nm1654324","nm0265492, nm1433381, nm2173620, nm0363857, nm2642243",5.1,1183
"tt10249374","Underdogs",2019,"65","Documentary,Music,Sport","nm10650712","nm10650712",7.6,301
"tt10250750","Boonie Bears: Blast Into the Past",2019,"90","Adventure,Animation,Fantasy","nm5694753","nm5695156, nm5694887",5.3,216
"tt1025100","Gemini Man",2019,"117","Action,Adventure,Sci-Fi","nm0000487","nm1125275, nm0712753, nm0501359",5.7,112942
"tt10251034","The Viewing Booth",2019,"70","Documentary","nm0018924","nm0018924",7.6,70
"tt10251538","10 Days with Dad",2020,"104","Comedy,Family","nm0076307","nm1033668, nm1409431, nm0893556, nm0076307, nm3457034",5.4,870
"tt10252330","Granny Nanny",2020,"104","Comedy","nm0343185","nm0517282",6.5,722
"tt10253466","Badland",2019,"117","Western","nm4899218","nm4899218",5.6,2736
"tt10253816","Kabaneri of the Iron Fortress: The Battle of Unato",2019,"68","Action,Adventure,Animation","nm2013928","nm2013928",6.7,1266
"tt10254960","Tankhouse",2022,"94","Comedy","nm5756907","nm5104090, nm5756907",5.4,94
"tt10254986","Q Ball",2019,"96","Documentary,Sport","nm0865837","nm0865837",6.8,647
"tt10255320","Deviant Love",2019,"87","Thriller","nm0006395","nm3159868",3.5,429
"tt10255374","Evil Intent",2019,"86","Thriller","nm0006395","nm10653460",4.2,279
"tt10256238","Created Equal: Clarence Thomas in His Own Words",2020,"116","Biography,Documentary","nm1530434","nm1530434",8.1,932
"tt10256570","The Goddess of Fortune",2019,"118","Drama","nm0654858","nm0710011, nm0739744, nm0654858",6.7,2339
"tt10256894","Sunday",2019,"82","Drama","nm0698757","nm2014974",4.7,73
"tt10257110","Manaroopa",2019,"124","Adventure,Crime,Family","nm10654672","nm10654672",6.2,76
"tt10259162","Tapeworm",2019,"78","Comedy,Drama","nm5045026, nm4568991","nm5045026, nm4568991",5.6,75
"tt10260042","Antigone",2019,"109","Crime,Drama","nm1834561","nm1834561, nm0814668",7,1641
"tt10260294","Guests",2019,"88","Drama,Horror,Romance","nm4622421","nm1192848, nm10655572",4.1,929
"tt10260534","Sleeping with My Student",2019,"87","Drama,Romance,Thriller","nm0791140","nm2225146",4.7,628
"tt10260692","Faith Based",2020,"92","Comedy","nm1802233","nm1146612, nm1802233, nm3106079",5.3,1336
"tt10260844","Queen of Spades",2021,"91","Horror","nm1427978","nm1433435, nm5276483, nm1427978",3.6,670
"tt10261338","The Promised Land",2019,"129","Crime,Drama","nm0955270","nm2398252, nm0955270",6,234
"tt10262380","Boys from County Hell",2020,"88","Comedy,Horror","nm1776860","nm1776860, nm3519659",5.9,3934
"tt10262492","Brown Boys",2019,"92","Comedy","nm4999754","nm4999754",4,54
"tt10262648","Compartment Number 6",2021,"107","Drama,Romance","nm3123366","nm5082585, nm3123366, nm0510162, nm6263533, nm2734469",7.3,8904
"tt10262712","The Pack",2020,"94","Drama,Sport","nm4775073","nm12175903, nm4775073",6.2,113
"tt10263296","Mr. Toilet: The World's #2 Man",2019,"87","Documentary","nm8425569","nm1841453, nm3912838, nm1101216, nm8425569",7.2,108
"tt10263320","Enes Batur 2",2019,"99","Comedy","nm5662493","nm9536422, nm7300218",1.4,8851
"tt10264340","Light from the Tower",2020,"77","Comedy,Drama,Mystery","nm4299374","nm9503240",2.4,5253
"tt10264732","Muna",2019,"113","Action,Crime,Drama","nm5442474","nm1679043, nm5442474, nm5442496, nm6697581",7.3,59
"tt10264878","A Stormy Night",2020,"80","Drama","nm8185500","nm8185500",5.6,478
"tt10265034","Land",2021,"89","Adventure,Drama","nm0000705","nm10610566, nm0226586",6.6,10307
"tt10267396","Sid & Judy",2019,"95","Biography,Documentary","nm0452772","nm1700192, nm0452772",7.5,453
"tt10268550","Minyan",2020,"118","Drama","nm0824414","nm0080100, nm7124870, nm0824414",6.5,803
"tt10268708","Skin",2019,"76","Documentary","nm5652097","nm4180684",6.9,57
"tt10269680","Active Shooter",2020,"68","Crime,Drama,Thriller","nm3952590","nm1436870",4.1,317
"tt10269684","Woe",2020,"84","Horror,Mystery,Thriller","nm6113423","nm6113423",3.6,210
"tt10270114","i-Mania",2019,"100","Horror","nm2149956","nm2149956",3.4,262
"tt10270416","Jurassic Island",2022,"77","Adventure","nm13568776","nm3814451, nm6789910",4.1,945
"tt10270592","I, Leonardo",2019,"90","Biography,Drama","nm5698993","nm9993398, nm7830573, nm10765779, nm2172529, nm0647225",5.5,374
"tt10272386","The Father",2020,"97","Drama,Mystery","nm1725469","nm0358960, nm1725469",8.2,144087
"tt10272460","Infernal Guidon, or Cossack Christmas",2019,"110","Family,Fantasy","nm3309905","nm10022940",7,242
"tt10272534","Lux Æterna",2019,"51","Drama,Thriller","nm0637615","nm0637615",6.3,5074
"tt10273384","Cyber Bride",2019,"90","Sci-Fi","nm3456466","nm8448178, nm6789910",2.6,285
"tt10274284","Girl Lost: A Hollywood Story",2020,"90","Drama,Thriller","nm1087375","nm1087375",5.7,8345
"tt10275080","Agent Jade Black",2020,"101","Action","nm4677501","nm4677501",2,296
"tt10275440","K-13",2019,"103","Action,Drama,Mystery","nm9188786","nm9188786",6,481
"tt10275546","Aelay",2021,"153","Comedy,Drama","nm6274646","nm10372897, nm6274646",6.9,691
"tt10276054","A Resistance",2019,"105","Drama","nm0158638","nm0158638",6.1,160
"tt10276160","Weekend",2020,"90","Drama,Thriller","nm3466367","nm0033840, nm8594170, nm9078136, nm3466367, nm9349640",4.9,217
"tt10276470","Work It",2020,"93","Comedy,Music","nm2884474","nm10645228",6.1,13410
"tt10278386","The Mermaid's Curse",2019,"89","Drama,Horror","nm3456466","nm6294475",4.1,180
"tt10279010","Chasing the Dragon II: Wild Wild Bunch",2019,"101","Action,Biography,Crime","nm1712317, nm0939147","nm2597943, nm0939147",5.9,651
"tt10279362","French Exit",2020,"113","Comedy,Drama","nm0414337","nm3981109",5.9,7169
"tt10280172","Shed",2019,"82","Horror","nm3127972","nm3127972",4.5,78
"tt10280220","Ghost Writer",2019,"97","Comedy,Drama,Horror","nm7609215","nm7609215, nm10467251",6.7,431
"tt10280276","Coolie No. 1",2020,"134","Action,Comedy,Romance","nm0223522","nm0415514, nm2260872",4.2,73458
"tt10280296","Sardar Udham",2021,"164","Biography,Crime,Drama","nm1999473","nm2009626, nm1937760",8.5,40905
"tt10283270","Detective vs. Sleuths",2022,"101","Action,Crime,Mystery","nm0906413","nm13187090, nm9755396, nm0906413, nm6327346",6.5,325
"tt10283902","Feral State",2020,"84","Thriller","nm2906361","nm2906361",5.1,2689
"tt10283960","Nothing is Lost",2019,"71","Comedy,Drama","nm2959526","nm2959526",6.3,82
"tt10286140","Ms Stern",2019,"79","Comedy,Drama","nm5864766","nm5864766",6.4,126
"tt10286746","Burra Katha",2019,"150","Comedy,Romance","nm7721059","nm11400814, nm9959549",5.1,75
"tt10287376","VHYes",2019,"72","Comedy","nm0730361","nm6392441, nm0730361, nm4617709",5.9,770
"tt10287616","Once in Trubchevsk",2019,"90","Drama","nm0755495","nm0755495",6.1,183
"tt10287880","S'ids Lake",2019,"90","Thriller","nm6485056, nm13356339","nm8891149, nm10416723, nm6485056, nm13356339",6.6,86
"tt10287908","Spring",2021,"87","Drama,Romance","nm3882288","nm3882288",5.4,289
"tt10287954","Rose Island",2020,"117","Adventure,Comedy,Drama","nm3319289","nm3812261, nm3319289",7,20786
"tt10288320","Modelar",2020,"105","Crime,Drama,Thriller","nm0954500","nm0954500",6.1,248
"tt10288566","Another Round",2020,"117","Comedy,Drama","nm0899121","nm0899121, nm2105585",7.7,150533
"tt10288820","Chhota Bheem Kung Fu Dhamaka",2019,"97","Action,Adventure,Animation","nm5592581, nm5598697","nm10881707, nm7739903",5.3,166
"tt10289350","Am I a Serial Killer?",2019,"90","Thriller","nm0119689","nm0006803, nm9632971, nm8062223",4.6,222
"tt10290062","Si Doel the Movie 2",2019,"95","Drama,Romance","nm0439834","nm0439834",6.8,183
"tt10290116","Gaalipata 2",2022,"151","Comedy,Romance","nm1680229","nm1680229",6.6,874
"tt10290160","Influence",2020,"90","Documentary","nm3716877, nm9126658","nm9126658, nm3716877",7.1,104
"tt10290352","The Bad Poet",2020,"106","Biography,Drama,History","nm3695991","nm3695991",6.3,506
"tt10290510","Operación Camarón",2021,"90","Comedy","nm1724912","nm1990571, nm2162921, nm0603737",5.5,592
"tt10290998","Anhedonia",2019,"110","Drama,Mystery,Thriller","nm3623771","nm3623771",7.1,111
"tt10292050","South Terminal",2019,"96","Drama","nm1140699","nm1140699",5.9,314
"tt10293308","A Killer Next Door",2020,"90","Thriller","nm2096009","nm2096009",3.1,574
"tt10293406","The Power of the Dog",2021,"126","Drama,Romance,Western","nm0001005","nm0001005, nm11320316",6.8,166921
"tt10294052","Renovation of the Heart/It's a Fixer Upper",2019,"84","Romance","nm3719393","nm3719393",4.4,124
"tt10294858","The Elder Son",2019,"125","Drama","nm1907554","nm1907554, nm0315916, nm4857370",7.6,611
"tt10295074","Shadow Country",2020,"135","Drama,History","nm0805246","nm0037549",6.8,231
"tt10295212","Shershaah",2021,"135","Action,Biography,Drama","nm3315387","nm2196143",8.4,119005
"tt10295314","Expired",2022,"102","Romance,Sci-Fi","nm0784008","nm0784008",3.6,686
"tt10295430","Paramapadham Vilayattu",2021,"121","Thriller","nm10675678","nm10675678",3.6,341
"tt10295602","Line Walker 2: Invisible Spy",2019,"98","Action,Crime,Thriller","nm8301057","nm0477055",6.1,834
"tt10295824","Kalavani 2",2019,"141","Comedy,Drama,Romance","nm4260569","nm4260569",4,92
"tt10295936","Magic Mountains",2020,"81","Crime,Drama,Thriller","nm1773563","nm1773563",5.2,267
"tt10297320","Swingers",2019,"80","Comedy","nm1044237, nm2552337","nm2552337, nm9224512",3.9,325
"tt10297530","The Yellow Night",2019,"100","Horror","nm4506269","nm4506269, nm4498618",5.5,162
"tt10298454","The Moneychanger",2019,"97","Comedy,Drama","nm0992159","nm1473216, nm1375777, nm0992159",6.3,283
"tt10298810","Lightyear",2022,"100","Action,Adventure,Animation","nm0533691","nm0533691, nm0017690, nm3268751, nm0004056, nm4454013",5.8,78148
"tt10298870","Hide and Bleed",2021,"94","Crime,Drama,Thriller","nm5661842, nm5908751","nm5661842, nm5908751",6.1,114
"tt10299842","Pulanaivu",2019,"118","Crime,Romance,Thriller","nm8074934, nm8074937","nm8074934, nm8074937",6.9,74
"tt10299902","Baby Money",2021,"93","Action,Thriller","nm4270652, nm2385963","nm4270652, nm9807887",4.5,293
"tt10300174","Lynn + Lucy",2019,"90","Crime,Drama,Mystery","nm3340268","nm3340268",6.7,929
"tt10300286","The Redeemers",2020,"90","Action","nm0938914","nm8281888, nm2002613",5.2,122
"tt10300380","Sangathamizhan",2019,"147","Action","nm6324277","nm6324277",3.5,420
"tt10300450","Laabam",2021,"144","Action,Drama","nm1773587, nm13085473","nm13085473, nm1773587",3.4,808
"tt10300570","Kadaisi Vivasayi",2021,"122","Comedy,Drama","nm4359637","nm4359637",8.9,3133
"tt10300662","Kidnap",2019,"130","Action,Crime,Drama","nm12123519, nm4110102","nm3370087, nm12422585",5.2,376
"tt10300704","Walter",2020,"133","Action,Crime,Thriller","nm10678795","nm10678795",3.6,274
"tt10300710","Hit & Run",2019,"114","Action,Comedy","nm2678073","nm1345541, nm8432169",6.3,293
"tt10303324","Survive the Night",2020,"90","Action,Drama,Thriller","nm1760759","nm10679575",4.1,11281
"tt10303430","Sightless",2020,"89","Drama,Thriller","nm3628233","nm3628233",5.5,8504
"tt10303892","The Outsider",2019,"86","Western","nm1914394","nm3741595",4.7,1597
"tt10305328","Arctic Apocalypse",2019,"88","Action,Adventure,Drama","nm0259052, nm3304337","nm0259052, nm5001355, nm0378172",2.1,533
"tt10306228","This Is Paris",2020,"110","Documentary","nm2645944","nm2645944",6.9,1813
"tt10306450","The Kindred",2021,"94","Thriller","nm4335588","nm5211649",4.7,449
"tt10306516","Silo",2019,"76","Drama,Thriller","nm4442231","nm4442231, nm10131274",5.8,269
"tt10307440","The Decline",2020,"83","Action,Thriller","nm3891250","nm3237501, nm5596920, nm3891250",6,8829
"tt10307724","Madame Claude",2021,"112","Biography,Crime,Drama","nm0894173","nm0894173",5.4,3436
"tt10307856","The Argument",2020,"81","Comedy","nm0777521","nm1160420",4.6,786
"tt10307922","Home Front",2020,"101","Drama,History,War","nm0069711","nm0069711, nm3182957",5.8,359
"tt10308474","Manson: Music from an Unsound Mind",2019,"108","Biography,Documentary,Music","nm1793125","nm1793125",7.1,253
"tt10308502","An Intrusion",2021,"98","Crime,Drama,Thriller","nm3806503","nm3806503",4.4,363
"tt10308538","Flower Boy",2019,"106","Drama","nm6823790","nm6823790",6.4,114
"tt10308634","My First Client",2019,"114","Crime,Drama","nm1155471","nm1155471, nm11034494",7.3,926
"tt10308878","Big Gold Brick",2022,"132","Comedy,Fantasy","nm2693238","nm2693238",3.3,883
"tt10308928","Force of Nature",2020,"91","Crime,Drama,Thriller","nm0689187","nm3631801",4.5,11170
"tt10309218","Blue Hour",2019,"92","Drama","nm10683012","nm10683012",6.2,249
"tt10309552","12 Hour Shift",2020,"86","Comedy,Horror,Thriller","nm2647420","nm2647420",5.4,4355
"tt10309574","A Christmas Winter Song",2019,"90","Drama","nm0962647","nm2592954",6.6,388
"tt10309902","Chehre",2021,"139","Drama,Mystery,Thriller","nm0415514","nm0415514, nm0438499",6.4,27177
"tt10309906","Shubh Mangal Zyada Saavdhan",2020,"117","Comedy,Crime,Romance","nm3806726","nm3806726",5.8,9619
"tt10310010","Horizon",2019,"93","Adventure,Drama,Sci-Fi","nm1498023, nm3363368","nm3363368, nm3631154, nm1498023",3.5,233
"tt10310074","True Things",2021,"102","Drama","nm1577323","nm1577323, nm11443810, nm11110421",5.8,687
"tt10310096","John Lewis: Good Trouble",2020,"96","Documentary","nm2929021","nm1848328",7.4,948
"tt10310140","Fatman",2020,"100","Action,Adventure,Comedy","nm1532523, nm1534497","nm1534497, nm1532523",5.9,24760
"tt10310222","Guard",2019,"90","Drama,Thriller","nm4021775","nm4021775",6.2,1738
"tt10311018","Brother's Keeper",2021,"85","Drama,Thriller","nm5408538","nm6154724, nm5408538",7.3,827
"tt10312668","Tell No One",2019,"121","Documentary","nm1995152","nm1995152",8.3,2933
"tt10313748","La leyenda negra",2020,"84","Drama","nm4321372","nm4321372",7,80
"tt10313806","Why?",2021,"78","Horror","nm0863570","nm0863570",3.5,333
"tt10313876","The Art of Political Murder",2020,"89","Crime,Documentary","nm1424128","nm9054176",7.3,246
"tt10314040","Unplugging",2022,"94","Comedy,Romance","nm0624705","nm3039519, nm0909768",4.1,344
"tt10314344","The Subject",2020,"119","Drama","nm2970319","nm4998702",4.7,220
"tt10314450","Becky",2020,"93","Action,Crime,Drama","nm5732579, nm5722382","nm1460195, nm1864206, nm10686634",5.9,16870
"tt10314548","Heart of Champions",2021,"119","Drama,Sport","nm0537550","nm6404009",5.7,1000
"tt10315082","The 47 Ronin in Debt",2019,"125","Comedy,History","nm1327703","nm1327703, nm10686229",5.3,112
"tt10316018","ASHWAMEDHAM",2019,"127","Action","nm7267646","nm1160129",5.9,66
"tt10318332","Badnaam Gali",2019,"95","Comedy","nm2435139","nm4427008, nm5013061, nm3118214, nm10890289",7,951
"tt10318440","Angrily Ever After",2019,"83","Comedy","nm0891254","nm1966373",5.2,154
"tt10319486","Budapest Heist",2020,"104","Action,Comedy","nm1044749","nm1435853, nm0457108, nm1044749",4.1,4834
