"tconst","primaryTitle","startYear","runtimeMinutes","genres","directors","writers"
"tt10272460","Infernal Guidon, or Cossack Christmas",2019,"110","Family,Fantasy","nm3309905","nm10022940"
"tt10272534","Lux Æterna",2019,"51","Drama,Thriller","nm0637615","nm0637615"
"tt10273074","Kings of Beer",2019,"83","Documentary","nm2013693","nm2013693"
"tt10273384","Cyber Bride",2019,"90","Sci-Fi","nm3456466","nm8448178, nm6789910"
"tt10274284","Girl Lost: A Hollywood Story",2020,"90","Drama,Thriller","nm1087375","nm1087375"
"tt10274466","Hunting Evil",2019,"90","Thriller","nm0677064","nm0370977, nm1672194"
"tt10274598","A Killer Awaits",2018,"85","Thriller","nm0677064","nm0370977, nm1352774"
"tt10275080","Agent Jade Black",2020,"101","Action","nm4677501","nm4677501"
"tt10275294","I Am No Bird",2019,"77","Documentary","nm4884289","nm4884289"
"tt10275398","Love Flower",2019,"89","Comedy,Drama","nm4119771","nm10664570, nm4119771"
"tt10275440","K-13",2019,"103","Action,Drama,Mystery","nm9188786","nm9188786"
"tt10275546","Aelay",2021,"153","Comedy,Drama","nm6274646","nm10372897, nm6274646"
"tt10276054","A Resistance",2019,"105","Drama","nm0158638","nm0158638"
"tt10276160","Weekend",2020,"90","Drama,Thriller","nm3466367","nm0033840, nm8594170, nm9078136, nm3466367, nm9349640"
"tt10276168","Windows to the Soul",2019,"45","Horror","nm5563914","nm5563914, nm9848899"
"tt10276470","Work It",2020,"93","Comedy,Music","nm2884474","nm10645228"
"tt10278136","Libertines",2019,"86","Drama,History","nm8279416","nm8279416"
"tt10278270","The Endless Chain",2019,"58","Action,Adventure,Documentary","nm3299837","nm3299837"
"tt10278348","We Are Hellenes, Georgius Gemistus Pletho",2016,"61","Biography,Documentary","nm1008324","nm1008324"
"tt10278386","The Mermaid's Curse",2019,"89","Drama,Horror","nm3456466","nm6294475"
"tt10278446","Our Dance of Revolution",2019,"102","Documentary","nm10666015","nm0975090"
"tt10278584","Broke",2019,"62","Drama","nm6828924","nm6828924"
"tt10279010","Chasing the Dragon II: Wild Wild Bunch",2019,"101","Action,Biography,Crime","nm1712317, nm0939147","nm2597943, nm0939147"
"tt10279092","Away Bus",2019,"95","Comedy,Drama","nm9406059, nm4179161","nm4179161, nm9406059, nm12680301"
"tt10279362","French Exit",2020,"113","Comedy,Drama","nm0414337","nm3981109"
"tt10280172","Shed",2019,"82","Horror","nm3127972","nm3127972"
"tt10280220","Ghost Writer",2019,"97","Comedy,Drama,Horror","nm7609215","nm7609215, nm10467251"
"tt10280276","Coolie No. 1",2020,"134","Action,Comedy,Romance","nm0223522","nm0415514, nm2260872"
"tt10280296","Sardar Udham",2021,"164","Biography,Crime,Drama","nm1999473","nm2009626, nm1937760"
"tt10280636","Koytaa Ek Sangharsh",2019,"142","Action","nm10667825","nm10680276, nm10667831"
"tt10283270","Detective vs. Sleuths",2022,"101","Action,Crime,Mystery","nm0906413","nm13187090, nm9755396, nm0906413, nm6327346"
"tt10283902","Feral State",2020,"84","Thriller","nm2906361","nm2906361"
"tt10283960","Nothing is Lost",2019,"71","Comedy,Drama","nm2959526","nm2959526"
"tt10286140","Ms Stern",2019,"79","Comedy,Drama","nm5864766","nm5864766"
"tt10286746","Burra Katha",2019,"150","Comedy,Romance","nm7721059","nm11400814, nm9959549"
"tt10287376","VHYes",2019,"72","Comedy","nm0730361","nm6392441, nm0730361, nm4617709"
"tt10287616","Once in Trubchevsk",2019,"90","Drama","nm0755495","nm0755495"
"tt10287880","S'ids Lake",2019,"90","Thriller","nm6485056, nm13356339","nm8891149, nm10416723, nm6485056, nm13356339"
"tt10287908","Spring",2021,"87","Drama,Romance","nm3882288","nm3882288"
"tt10287954","Rose Island",2020,"117","Adventure,Comedy,Drama","nm3319289","nm3812261, nm3319289"
"tt10287980","The Good Old Days",2019,"45","Documentary,Drama","nm8656446","nm8656446, nm7729537"
"tt10288242","Existence",2020,"105","Sci-Fi","nm4182414","nm4182414"
"tt10288320","Modelar",2020,"105","Crime,Drama,Thriller","nm0954500","nm0954500"
"tt10288566","Another Round",2020,"117","Comedy,Drama","nm0899121","nm0899121, nm2105585"
"tt10288820","Chhota Bheem Kung Fu Dhamaka",2019,"97","Action,Adventure,Animation","nm5592581, nm5598697","nm10881707, nm7739903"
"tt10289336","Miriam Graves",2019,"52","Thriller","nm4587864","nm4587864"
"tt10289348","The New Abolitionists",2020,"99","Documentary","nm1170143","nm6320228, nm3090471, nm12043328, nm1170143"
"tt10289350","Am I a Serial Killer?",2019,"90","Thriller","nm0119689","nm0006803, nm9632971, nm8062223"
"tt10289708","Bullied",2019,"47","Drama","nm2111621, nm4059652","nm2111621, nm10672595, nm4059652"
"tt10290062","Si Doel the Movie 2",2019,"95","Drama,Romance","nm0439834","nm0439834"
"tt10290116","Gaalipata 2",2022,"151","Comedy,Romance","nm1680229","nm1680229"
"tt10290160","Influence",2020,"90","Documentary","nm3716877, nm9126658","nm9126658, nm3716877"
"tt10290244","Little Nicholas",2022,"82","Animation,Family","nm5904533, nm1928263","nm0275260, nm1615967, nm0331453, nm1928263, nm1046729"
"tt10290322","Wallet Sized Photo",2019,"133","Comedy,Drama","nm10672971","nm10672971"
"tt10290352","The Bad Poet",2020,"106","Biography,Drama,History","nm3695991","nm3695991"
"tt10290510","Operación Camarón",2021,"90","Comedy","nm1724912","nm1990571, nm2162921, nm0603737"
"tt10290998","Anhedonia",2019,"110","Drama,Mystery,Thriller","nm3623771","nm3623771"
"tt10292050","South Terminal",2019,"96","Drama","nm1140699","nm1140699"
"tt10292070","Flint: The Poisoning of an American City",2019,"85","Documentary","nm7673267","nm7673267"
"tt10292952","Gatsby in Connecticut: The Untold Story",2020,"70","Documentary","nm10672494","nm10672494"
"tt10292974","Black Hand",2019,"100","Crime,Drama","nm9161029","nm10673649, nm10673650"
"tt10293308","A Killer Next Door",2020,"90","Thriller","nm2096009","nm2096009"
"tt10293406","The Power of the Dog",2021,"126","Drama,Romance,Western","nm0001005","nm0001005, nm11320316"
"tt10294052","Renovation of the Heart/It's a Fixer Upper",2019,"84","Romance","nm3719393","nm3719393"
"tt10294344","Cute Devil",2018,"85","Crime,Thriller","nm0766211","nm1241516, nm0622053"
"tt10294458","Coffee with God",2019,"88","Drama","nm3744325","nm10674852, nm3744325"
"tt10294858","The Elder Son",2019,"125","Drama","nm1907554","nm1907554, nm0315916, nm4857370"
"tt10295074","Shadow Country",2020,"135","Drama,History","nm0805246","nm0037549"
"tt10295076","Prakashante Metro",2019,"110","Comedy","nm10675393","nm10675394, nm10675393"
"tt10295212","Shershaah",2021,"135","Action,Biography,Drama","nm3315387","nm2196143"
"tt10295314","Expired",2022,"102","Romance,Sci-Fi","nm0784008","nm0784008"
"tt10295430","Paramapadham Vilayattu",2021,"121","Thriller","nm10675678","nm10675678"
"tt10295602","Line Walker 2: Invisible Spy",2019,"98","Action,Crime,Thriller","nm8301057","nm0477055"
"tt10295824","Kalavani 2",2019,"141","Comedy,Drama,Romance","nm4260569","nm4260569"
"tt10295936","Magic Mountains",2020,"81","Crime,Drama,Thriller","nm1773563","nm1773563"
"tt10296750","You Be The Judge",2019,"49","Documentary,History","nm4865754","nm4865754, nm10676327"
"tt10297078","Mudivilla Punnagai",2019,"120","Romance","nm10676416","nm10676416"
"tt10297320","Swingers",2019,"80","Comedy","nm1044237, nm2552337","nm2552337, nm9224512"
"tt10297530","The Yellow Night",2019,"100","Horror","nm4506269","nm4506269, nm4498618"
"tt10298454","The Moneychanger",2019,"97","Comedy,Drama","nm0992159","nm1473216, nm1375777, nm0992159"
"tt10298770","The Flavor",2020,"62","Comedy","nm10677090, nm2032637","nm2032637, nm2025939"
"tt10298810","Lightyear",2022,"100","Action,Adventure,Animation","nm0533691","nm0533691, nm0017690, nm3268751, nm0004056, nm4454013"
"tt10298870","Hide and Bleed",2021,"94","Crime,Drama,Thriller","nm5661842, nm5908751","nm5661842, nm5908751"
"tt10299528","The Gravedigger",2019,"80","Horror,Thriller","nm0198278","nm3673919"
"tt10299640","Runts",2019,"53","Adventure,Comedy,Drama","nm6607183","nm6607183"
"tt10299842","Pulanaivu",2019,"118","Crime,Romance,Thriller","nm8074934, nm8074937","nm8074934, nm8074937"
"tt10299902","Baby Money",2021,"93","Action,Thriller","nm4270652, nm2385963","nm4270652, nm9807887"
"tt10300154","Khanana",2019,"120","Thriller","nm10678246","nm10678581"
"tt10300174","Lynn + Lucy",2019,"90","Crime,Drama,Mystery","nm3340268","nm3340268"
"tt10300286","The Redeemers",2020,"90","Action","nm0938914","nm8281888, nm2002613"
"tt10300334","Vedhamanavan",2019,"123","Drama","nm10678460","nm10678460"
"tt10300380","Sangathamizhan",2019,"147","Action","nm6324277","nm6324277"
"tt10300450","Laabam",2021,"144","Action,Drama","nm1773587, nm13085473","nm13085473, nm1773587"
"tt10300570","Kadaisi Vivasayi",2021,"122","Comedy,Drama","nm4359637","nm4359637"
"tt10300578","Gara",2019,"158","Action","nm10678599","nm10678599"
"tt10300662","Kidnap",2019,"130","Action,Crime,Drama","nm12123519, nm4110102","nm3370087, nm12422585"
"tt10300682","Blood Memory",2019,"107","Documentary","nm3511504","nm3511504, nm10678763"
"tt10300704","Walter",2020,"133","Action,Crime,Thriller","nm10678795","nm10678795"
"tt10300710","Hit & Run",2019,"114","Action,Comedy","nm2678073","nm1345541, nm8432169"
"tt10302420","Feel Memory",2020,"90","Documentary","nm7780149","nm7780149"
"tt10302640","Ego",2019,"127","Comedy,Drama","nm10156252","nm10156252"
"tt10303324","Survive the Night",2020,"90","Action,Drama,Thriller","nm1760759","nm10679575"
"tt10303430","Sightless",2020,"89","Drama,Thriller","nm3628233","nm3628233"
"tt10303892","The Outsider",2019,"86","Western","nm1914394","nm3741595"
"tt10304020","Galaxy 360",2019,"90","Comedy","nm5471724","nm5471724"
"tt10305328","Arctic Apocalypse",2019,"88","Action,Adventure,Drama","nm0259052, nm3304337","nm0259052, nm5001355, nm0378172"
"tt10305938","Story of the Men Who Wanted to Burn New York",2019,"100","Documentary,History,War","nm2376516","nm2376516"
"tt10306228","This Is Paris",2020,"110","Documentary","nm2645944","nm2645944"
"tt10306450","The Kindred",2021,"94","Thriller","nm4335588","nm5211649"
"tt10306516","Silo",2019,"76","Drama,Thriller","nm4442231","nm4442231, nm10131274"
"tt10307440","The Decline",2020,"83","Action,Thriller","nm3891250","nm3237501, nm5596920, nm3891250"
"tt10307724","Madame Claude",2021,"112","Biography,Crime,Drama","nm0894173","nm0894173"
"tt10307856","The Argument",2020,"81","Comedy","nm0777521","nm1160420"
"tt10307890","Ay Mariposa",2019,"57","Documentary","nm10682011","nm10682011"
"tt10307922","Home Front",2020,"101","Drama,History,War","nm0069711","nm0069711, nm3182957"
"tt10308474","Manson: Music from an Unsound Mind",2019,"108","Biography,Documentary,Music","nm1793125","nm1793125"
"tt10308500","Butai Yu Yu Hakusho",2020,"126","Action,Adventure,Fantasy","nm5914406","nm5914406, nm1210942"
"tt10308502","An Intrusion",2021,"98","Crime,Drama,Thriller","nm3806503","nm3806503"
"tt10308538","Flower Boy",2019,"106","Drama","nm6823790","nm6823790"
"tt10308634","My First Client",2019,"114","Crime,Drama","nm1155471","nm1155471, nm11034494"
"tt10308878","Big Gold Brick",2022,"132","Comedy,Fantasy","nm2693238","nm2693238"
"tt10308928","Force of Nature",2020,"91","Crime,Drama,Thriller","nm0689187","nm3631801"
"tt10309218","Blue Hour",2019,"92","Drama","nm10683012","nm10683012"
"tt10309552","12 Hour Shift",2020,"86","Comedy,Horror,Thriller","nm2647420","nm2647420"
"tt10309574","A Christmas Winter Song",2019,"90","Drama","nm0962647","nm2592954"
"tt10309902","Chehre",2021,"139","Drama,Mystery,Thriller","nm0415514","nm0415514, nm0438499"
"tt10309906","Shubh Mangal Zyada Saavdhan",2020,"117","Comedy,Crime,Romance","nm3806726","nm3806726"
"tt10309910","Sadho",2019,"110","Drama","nm2590742","nm2590742"
"tt10310010","Horizon",2019,"93","Adventure,Drama,Sci-Fi","nm1498023, nm3363368","nm3363368, nm3631154, nm1498023"
"tt10310074","True Things",2021,"102","Drama","nm1577323","nm1577323, nm11443810, nm11110421"
"tt10310096","John Lewis: Good Trouble",2020,"96","Documentary","nm2929021","nm1848328"
"tt10310140","Fatman",2020,"100","Action,Adventure,Comedy","nm1532523, nm1534497","nm1534497, nm1532523"
"tt10310222","Guard",2019,"90","Drama,Thriller","nm4021775","nm4021775"
"tt10311018","Brother's Keeper",2021,"85","Drama,Thriller","nm5408538","nm6154724, nm5408538"
"tt10312668","Tell No One",2019,"121","Documentary","nm1995152","nm1995152"
"tt10312914","Majaz: Ae Gham-e-Dil Kya Karun",2017,"178","Biography","nm4798691","nm10684631"
"tt10313136","The City of Las Vegas: The Early Years",2019,"75","Documentary,History","nm4424418","nm0159522"
"tt10313564","The Understanding",2019,"74","Horror","nm5766193","nm5766193"
"tt10313748","La leyenda negra",2020,"84","Drama","nm4321372","nm4321372"
"tt10313806","Why?",2021,"78","Horror","nm0863570","nm0863570"
"tt10313876","The Art of Political Murder",2020,"89","Crime,Documentary","nm1424128","nm9054176"
"tt10313884","Remnants of a Dream: The Story of Dearfield Colorado",2019,"123","Documentary","nm1771371","nm1771371"
"tt10314040","Unplugging",2022,"94","Comedy,Romance","nm0624705","nm3039519, nm0909768"
"tt10314344","The Subject",2020,"119","Drama","nm2970319","nm4998702"
"tt10314450","Becky",2020,"93","Action,Crime,Drama","nm5732579, nm5722382","nm1460195, nm1864206, nm10686634"
"tt10314548","Heart of Champions",2021,"119","Drama,Sport","nm0537550","nm6404009"
"tt10314886","Mr. Jasoos",2019,"141","Crime,Drama,Mystery","nm10685935","nm10685935"
"tt10314982","Befaam",2018,"148","Comedy,Drama,Romance","nm12740647, nm10685935","nm10686161"
"tt10315082","The 47 Ronin in Debt",2019,"125","Comedy,History","nm1327703","nm1327703, nm10686229"
"tt10316018","ASHWAMEDHAM",2019,"127","Action","nm7267646","nm1160129"
"tt10317292","The American Crow",2022,"98","Crime,Mystery,Thriller","nm2353879","nm2353879"
"tt10317856","Me and Mr. Canadian",2019,"107","Drama","nm10686590, nm6487257","nm10682156, nm1399202"
"tt10318332","Badnaam Gali",2019,"95","Comedy","nm2435139","nm4427008, nm5013061, nm3118214, nm10890289"
"tt10318440","Angrily Ever After",2019,"83","Comedy","nm0891254","nm1966373"
"tt10318842","Standing on the Line",2019,"80","Documentary","nm1008534","nm1008534"
"tt10319486","Budapest Heist",2020,"104","Action,Comedy","nm1044749","nm1435853, nm0457108, nm1044749"
"tt10319676","Termination",2019,"85","Action,Horror,Sci-Fi","nm11881218, nm10987604, nm10133537, nm8096423, nm7543061, nm2959984","nm7903910, nm10133537, nm10987604, nm8096423, nm3790231, nm7543061, nm11881218, nm5583542"
"tt10319778","Homeless at Christmas",2018,"86","Documentary","nm10687898","nm10687898"
"tt10320050","Brother in Love",2019,"115","Comedy,Family","nm5469712","nm6812436, nm7351488"
"tt10322172","Hacker's Game Redux",2018,"89","Thriller","nm0605513","nm0605513"
"tt10322274","Schumacher",2021,"112","Biography,Documentary,Sport","nm3619732, nm3986865, nm0917035","nm3619732, nm3986865, nm0917035"
"tt10322726","Chasing Dream",2019,"118","Comedy,Drama,Romance","nm0864775","nm4661537, nm2945193, nm4273743, nm0906413"
"tt10323168","Devaki",2019,"129","Thriller","nm8625307","nm12633808, nm8625307"
"tt10323214","The Blackwell Ghost 3",2019,"75","Horror","nm2571852","nm2571852"
"tt10323428","Evil Lurks",2022,"150","Horror","nm4177688, nm7805340, nm8186380","nm8186380, nm4177688"
"tt10323676","The Contractor",2022,"103","Action,Thriller","nm0757975","nm0204731"
"tt10323688","Password",2019,"138","Action,Crime,Drama","nm6034923","nm4683293"
"tt10324122","Secret Society of Second Born Royals",2020,"99","Action,Adventure,Comedy","nm1457361","nm0514821, nm1074122, nm1176881"
"tt10324144","Article 15",2019,"130","Crime,Drama,Mystery","nm1025280","nm1025280, nm3985391"
"tt10324168","Parasocial Hell",2018,"115","Documentary","nm8646368","nm8646368"
"tt10324212","Koi Aane Parnavo",2016,"152","Comedy,Drama,Family","nm10690291","nm10685935"
"tt10325030","Seeing the Unseen",2019,"82","Documentary","nm10697917, nm10697918","nm10698004, nm10698001, nm10698005, nm10707118, nm10697918, nm10698006, nm10697917, nm10698002, nm10698003"
"tt10325070","Bad Ben: The Way In",2019,"89","Horror","nm8601690","nm8601690"
"tt10325662","Magic",2019,"101","Drama","nm10690828, nm10870559","nm10690828, nm9147018, nm10870559"
"tt10326262","Bob Fosse: It's Showtime!",2019,"62","Documentary","nm6040041","nm2085354, nm6040041"
"tt10326918","Crawl to Me Darling",2020,"84","Thriller","nm8009675","nm8009675"
"tt10327060","Jonathan Scott's Power Trip",2020,"83","Documentary","nm3405146, nm2944129","nm2944129, nm3405146"
"tt10327130","Soul Eclipse",2021,"133","Drama","nm10691229","nm10691229"
"tt10327252","The Forever Purge",2021,"103","Action,Horror,Thriller","nm0332740","nm0218621"
"tt10327712","LEGO DC Batman: Family Matters",2019,"72","Action,Animation,Comedy","nm1602528","nm4287835"
"tt10327798","Into the Forest: Reptiles & Amphibians",2019,"53","Documentary","nm4940517","nm4940517"
"tt10327842","Portals",2019,"88","Horror,Sci-Fi","nm3464186, nm0844896, nm2880943, nm0354918","nm10676859, nm2880943, nm3464186, nm1184214"
"tt10328018","A Child of the King",2019,"89","Biography,Drama","nm5101650","nm5101650"
"tt10328288","Shaadi ke patasey",2019,"90","Drama","nm10244865","nm10452474, nm10691709"
"tt10328320","The Christmas Project Reunion",2020,"87","Comedy,Romance","nm1959866","nm2946574"
"tt10329084","99",2019,"144","Drama","nm5794652","nm5794652"
"tt10329098","Basht",2019,"110","Drama","nm10692416","nm10692417"
"tt10329134","Your Name Engraved Herein",2020,"118","Drama,Romance","nm5010376","nm3138118"
"tt10329566","Ricos de Amor",2020,"104","Comedy,Music,Romance","nm3061960, nm5212342","nm3061960, nm2478571"
"tt10329614","Censor",2021,"84","Horror,Mystery","nm3846547","nm3846547, nm2533300"
"tt10329696","Self Discovery for Social Survival",2019,"54","Documentary","nm10692955","nm5168046, nm0577263"
"tt10329838","Thrissur Pooram",2019,"156","Action,Drama,Thriller","nm6203463, nm8812528","nm4274041"
"tt10329842","The Hero",2019,"121","Action,Crime,Drama","nm2420471","nm2965766"
"tt10330046","Censored",2019,"100","Biography,Drama,History","nm5665415","nm3402288, nm3401209"
"tt10330110","Nazarband",2020,"85","Drama","nm2655736","nm2768158, nm1389106, nm4478309, nm2655736"
"tt10331140","Evil Little Things",2019,"85","Horror","nm0337564","nm10688432, nm1925676"
"tt10331478","Mysterious Raiders",2018,"90","Comedy,Fantasy,Mystery","nm10421835","nm11786001"
"tt10331828","16 Shots",2019,"82","Documentary","nm0746823","nm0746823"
